REF_DATE,GEO,Type of crop,Average farm price (dollars per tonne),Average yield (kilograms per hectare),Production (metric tonnes),Seeded area (hectares),Total farm value (dollars)
1974,ON,"Wheat, all",159,3020,529600,175300,84225
1974,ON,"Wheat, spring",121,2000,10600,5300,1279
1974,ON,"Wheat, winter remaining",160,3055,519000,NA,82946
1974,PP,Barley,101,1820,8252000,4614500,832180
1974,PP,Canola (rapeseed),311,910,1143100,1254500,356051
1974,PP,Corn for silage,15.4,16900,191000,11300,2940
1974,PP,Flaxseed,374,595,350500,587000,130940
1974,PP,Mixed grains,104,1770,551100,311500,57180
1974,PP,Oats,97,1570,3054000,2429500,296460
1974,PP,"Peas, dry",245,1445,44100,30500,10801
1974,PP,"Rye, all",88,1380,449000,324800,39335
1974,PP,Sugar beets,56.5,27100,677200,25000,38235
1974,PP,Tame hay,43.6,4000,10614000,2680000,462893
1974,PP,"Wheat, all",155,1455,12654000,8701000,1956240
1974,PEI,Barley,101,2815,22800,8100,2306
1974,PEI,Corn for silage,0,0,0,0,0
1974,PEI,Mixed grains,83,2855,89000,31200,7409
1974,PEI,Oats,91,2095,43250,20650,3927
1974,PEI,Tame hay,46.7,3960,210000,53000,9814
1974,PEI,"Wheat, all",115,2990,17650,5900,2022
1974,QU,Barley,129,1675,29800,17800,3830
1974,QU,"Beans, all dry (white and coloured)",316,1215,850,700,269
1974,QU,Buckwheat,101,1065,4250,4000,431
1974,QU,Corn for grain,141,4385,232300,53000,32644
1974,QU,Corn for silage,15.2,28310,2302000,81300,35036
1974,QU,Flaxseed,NA,NA,NA,NA,0
1974,QU,Mixed grains,131,1885,87000,46100,11428
1974,QU,Oats,129,1450,367200,252900,47382
1974,QU,"Peas, dry",298,1110,500,450,149
1974,QU,"Rye, all",98,1375,3300,2400,324
1974,QU,Sugar beets,46.4,32300,74400,2300,3455
1974,QU,Tame hay,51.8,4170,4518000,1083000,233811
1974,QU,"Wheat, all",139,1720,41800,24300,5802
1974,SK,Barley,100,1715,2918000,1700000,292120
1974,SK,Buckwheat,NA,NA,NA,NA,0
1974,SK,Canola (rapeseed),311,895,526200,586800,163560
1974,SK,Flaxseed,375,535,119400,223000,44744
1974,SK,Mixed grains,107,1615,130600,80900,13952
1974,SK,Mustard seed,386,840,68000,80900,26250
1974,SK,Oats,95,1505,1157000,972000,109500
1974,SK,"Peas, dry",179,1460,3800,2600,680
1974,SK,"Rye, all",87,1240,175800,142000,15246
1974,SK,"Rye, fall remaining",87,1250,170000,NA,14740
1974,SK,"Rye, spring",87,965,5800,6000,506
1974,SK,Sunflower seed,0,0,0,0,0
1974,SK,Tame hay,44.1,3580,2903000,810000,128000
1974,SK,"Wheat, all",159,1410,8273000,5868000,1316320
1975,AB,Barley,106,2270,4964000,2226000,526680
1975,AB,Buckwheat,NA,NA,NA,NA,0
1975,AB,Canola (rapeseed),228,1005,691700,688000,157990
1975,AB,Corn for silage,0,0,0,0,0
1975,AB,Flaxseed,256,1005,81300,81000,20832
1975,AB,Mixed grains,95,2395,387800,161900,36860
1975,AB,Mustard seed,253,805,20900,25900,5290
1975,AB,Oats,92,2110,1450000,850500,133480
1975,AB,"Peas, dry",220,1825,17700,9700,3900
1975,AB,"Rye, all",104,1785,216000,121000,22440
1975,AB,"Rye, fall remaining",104,1820,202000,NA,20988
1975,AB,"Rye, spring",104,1400,14000,10000,1452
1975,AB,Sugar beets,40.1,27700,442700,16000,17753
1975,AB,Tame hay,46.8,3930,5262000,1340000,246500
1975,AB,"Wheat, all",129,2020,3674000,1821000,473850
1975,BC,Barley,105,1895,145900,76900,15343
1975,BC,Canola (rapeseed),224,880,24900,28300,5566
1975,BC,Corn for silage,25.3,44790,327000,7300,8280
1975,BC,Flaxseed,NA,NA,NA,NA,0
1975,BC,Mixed grains,93,2510,8150,3250,760
1975,BC,Oats,91,2035,49400,24300,4480
1975,BC,"Peas, dry",148,1625,650,400,96
1975,BC,"Rye, all",103,1835,3300,1800,341
1975,BC,Tame hay,73.9,6090,1542000,253000,113900
1975,BC,"Wheat, all",128,1830,40800,22300,5235
1975,CA,Barley,106,2130,9509000,4586450,1004646
1975,CA,"Beans, all dry (white and coloured)",338,1380,91000,66000,30789
1975,CA,Buckwheat,136,1045,21950,21050,2977
1975,CA,Canola (rapeseed),224,1005,1839200,1829200,412801
1975,CA,Corn for grain,101,5735,3644700,635300,368904
1975,CA,Corn for silage,16,30600,14528000,474750,232253
1975,CA,Flaxseed,258,785,444600,567000,114674
1975,CA,Mixed grains,96,2470,1819600,736550,174636
1975,CA,Mustard seed,276,760,50200,66000,13852
1975,CA,Oats,94,1855,4480200,2760000,422861
1975,CA,"Peas, dry",183,1610,49250,30600,8991
1975,CA,"Rye, all",99,1650,550300,333300,54586
1975,CA,"Rye, fall remaining",99,1665,527700,NA,52263
1975,CA,"Rye, spring",103,1345,22600,16800,2323
1975,CA,Soybeans,181,2325,366800,157800,66312
1975,CA,Sugar beets,38.2,29400,942500,32100,36012
1975,CA,Sunflower seed,221,1190,29900,25100,6600
1975,CA,Tame hay,52,4500,23859000,5342000,1241801
1975,CA,"Wheat, all",133,1800,17081600,9480550,2272283
1975,MA,Barley,105,1830,1110000,648000,116280
1975,MA,Buckwheat,156,925,9350,10100,1462
1975,MA,Canola (rapeseed),225,935,283500,303500,63875
1975,MA,Corn for grain,120,3900,19100,4900,2288
1975,MA,Corn for silage,16.5,19630,263000,13400,4350
1975,MA,Flaxseed,258,700,213400,304000,55020
1975,MA,Mixed grains,91,1890,153100,80900,13950
1975,MA,Mustard seed,275,710,6600,9300,1812
1975,MA,Oats,93,1735,771000,486000,72000
1975,MA,"Peas, dry",165,1435,20400,14200,3375
1975,MA,"Rye, all",99,1590,76000,47800,7500
1975,MA,"Rye, fall remaining",99,1595,75000,NA,7400
1975,MA,"Rye, spring",100,1250,1000,800,100
1975,MA,Sugar beets,40,27900,359400,12900,14375
1975,MA,Sunflower seed,221,1190,29900,25100,6600
1975,MA,Tame hay,40.8,4450,2268000,510000,92500
1975,MA,"Wheat, all",130,1690,2123000,1255000,275340
1975,MP,Barley,109,2080,28400,13650,3083
1975,MP,Mixed grains,84,2255,93150,41300,7811
1975,MP,Oats,93,1675,81800,48800,7611
1975,MP,Tame hay,54.7,4200,811000,195000,44388
1975,MP,"Wheat, all",116,2420,20700,8550,2408
1975,NB,Barley,101,1950,5950,3050,603
1975,NB,Buckwheat,115,1590,1350,850,155
1975,NB,Corn for silage,0,0,0,2350,0
1975,NB,Mixed grains,86,2110,4750,2250,408
1975,NB,Oats,95,1600,33700,21050,3210
1975,NB,Tame hay,52.9,4200,294000,70000,15552
1975,NB,"Wheat, all",113,2280,4450,1950,505
1975,NS,Barley,113,1910,3250,1700,368
1975,NS,Corn for silage,0,0,0,5250,0
1975,NS,Mixed grains,91,2150,5700,2650,518
1975,NS,Oats,104,1580,11850,7500,1229
1975,NS,"Rye, all",0,0,0,0,0
1975,NS,Tame hay,62.9,4110,288000,70000,18126
1975,NS,"Wheat, all",123,2180,3050,1400,375
1975,ON,Barley,96,2700,393300,145700,37569
1975,ON,"Beans, all dry (white and coloured)",343,1375,89800,65200,30789
1975,ON,Buckwheat,128,1075,6550,6100,840
1975,ON,Corn for grain,99,5770,3318000,575000,329193
1975,ON,Corn for silage,15.4,31390,11050000,352000,170398
1975,ON,Flaxseed,NA,NA,NA,NA,0
1975,ON,Mixed grains,95,2820,941000,333900,89438
1975,ON,Oats,99,1980,437100,220600,43077
1975,ON,"Peas, dry",NA,0,NA,NA,0
1975,ON,"Rye, all",77,2105,59600,28300,4573
1975,ON,Soybeans,181,2325,366800,157800,66312
1975,ON,Tame hay,54.8,5380,6140000,1141000,336573
1975,ON,"Wheat, all",134,3280,626200,190900,83636
1975,ON,"Wheat, spring",129,2350,16200,6900,2082
1975,ON,"Wheat, winter remaining",134,3315,610000,NA,81554
1975,PP,Barley,106,2115,8904000,4332000,944560
1975,PP,Canola (rapeseed),224,1005,1814300,1800900,407235
1975,PP,Corn for silage,16.5,19600,263000,13400,4350
1975,PP,Flaxseed,258,785,444600,567000,114674
1975,PP,Mixed grains,97,2175,681700,313600,65990
1975,PP,Oats,91,1885,3547000,2227500,324160
1975,PP,"Peas, dry",186,1620,47900,29600,8895
1975,PP,"Rye, all",102,1610,482600,299800,49215
1975,PP,Sugar beets,40.1,27800,802100,28900,32128
1975,PP,Tame hay,45,4000,10614000,2660000,477550
1975,PP,"Wheat, all",133,1770,16330000,9228000,2173350
1975,PEI,Barley,110,2155,19200,8900,2112
1975,PEI,Corn for silage,0,0,0,3350,0
1975,PEI,Mixed grains,83,2270,82700,36400,6885
1975,PEI,Oats,88,1790,36250,20250,3172
1975,PEI,Tame hay,46.8,4160,229000,55000,10710
1975,PEI,"Wheat, all",116,2540,13200,5200,1528
1975,QU,Barley,109,2055,37400,18200,4091
1975,QU,Buckwheat,111,1175,4700,4000,520
1975,QU,Corn for grain,122,5550,307600,55400,37423
1975,QU,Corn for silage,17,31700,2888000,91100,49225
1975,QU,Flaxseed,NA,NA,NA,NA,0
1975,QU,Mixed grains,111,2150,95600,44500,10637
1975,QU,Oats,119,1530,364900,238800,43533
1975,QU,"Peas, dry",NA,1165,700,600,0
1975,QU,"Rye, all",95,1410,4800,3400,457
1975,QU,Sugar beets,27.7,43900,140400,3200,3884
1975,QU,Tame hay,56.7,4350,4752000,1093000,269390
1975,QU,"Wheat, all",120,2075,63900,30800,7654
1975,SK,Barley,107,2000,2830000,1458000,301600
1975,SK,Buckwheat,NA,NA,NA,NA,0
1975,SK,Canola (rapeseed),221,1035,839100,809400,185370
1975,SK,Flaxseed,259,825,149900,182000,38822
1975,SK,Mixed grains,108,1990,140800,70800,15180
1975,SK,Mustard seed,297,735,22700,30800,6750
1975,SK,Oats,90,1770,1326000,891000,118680
1975,SK,"Peas, dry",165,1720,9800,5700,1620
1975,SK,"Rye, all",101,1455,190600,131000,19275
1975,SK,"Rye, fall remaining",101,1465,183000,NA,18504
1975,SK,"Rye, spring",101,1265,7600,6000,771
1975,SK,Sunflower seed,0,0,0,0,0
1975,SK,Tame hay,44.9,3810,3084000,810000,138550
1975,SK,"Wheat, all",135,1710,10533000,6152000,1424160
1976,AB,Barley,86,2445,5487000,2307000,473760
1976,AB,Buckwheat,NA,NA,NA,NA,0
1976,AB,Canola (rapeseed),269,1105,335700,303500,90428
1976,AB,Corn for silage,0,0,0,0,0
1976,AB,Flaxseed,267,1015,30500,30000,8136
1976,AB,Mixed grains,77,2520,275600,109300,21195
1976,AB,Mustard seed,276,1090,9700,8900,2675
1976,AB,Oats,73,2245,1635000,930000,119780
1976,AB,"Peas, dry",229,1945,5450,2800,1250
1976,AB,"Rye, all",86,1755,131700,75000,11284
1976,AB,"Rye, fall remaining",86,1830,119000,NA,10199
1976,AB,"Rye, spring",85,1270,12700,10000,1085
1976,AB,Sugar beets,35.5,42000,702200,16700,24954
1976,AB,Tame hay,50.4,3650,5625000,1540000,283650
1976,AB,"Wheat, all",103,2185,4953000,2266000,509600
1976,BC,Barley,86,2210,180700,81700,15521
1976,BC,Canola (rapeseed),254,1000,11300,11300,2875
1976,BC,Corn for silage,26.4,39290,334000,8500,8832
1976,BC,Flaxseed,NA,NA,NA,NA,0
1976,BC,Mixed grains,88,2550,5100,2000,450
1976,BC,Oats,75,2510,89400,35600,6670
1976,BC,"Peas, dry",143,1750,700,400,100
1976,BC,"Rye, all",84,2285,6400,2800,538
1976,BC,"Rye, fall remaining",84,2285,6400,NA,538
1976,BC,Tame hay,66.1,6210,1633000,263000,108000
1976,BC,"Wheat, all",102,2280,59900,26300,6116
1976,CA,Barley,88,2415,10513690,4475450,926883
1976,CA,"Beans, all dry (white and coloured)",354,1355,90000,66400,31843
1976,CA,Buckwheat,151,725,19750,27200,2976
1976,CA,Canola (rapeseed),267,1165,836900,719500,223803
1976,CA,Corn for grain,88,5305,3759200,708500,332160
1976,CA,Corn for silage,16.7,29600,14423410,487650,240500
1976,CA,Flaxseed,268,855,276900,323000,74106
1976,CA,Mixed grains,82,2415,1558750,644900,128413
1976,CA,Mustard seed,250,1005,35300,35200,8824
1976,CA,Oats,76,2005,4831542,2896400,369382
1976,CA,"Peas, dry",171,1760,43450,24700,7439
1976,CA,"Rye, all",85,1755,439900,250700,37264
1976,CA,"Rye, fall remaining",85,1785,415700,NA,35220
1976,CA,"Rye, spring",84,1360,24200,17800,2044
1976,CA,Soybeans,259,1635,250400,153000,64860
1976,CA,Sugar beets,33.7,36100,1158200,32100,39025
1976,CA,Sunflower seed,221,1190,24000,20200,5300
1976,CA,Tame hay,46.2,4400,24964573,5736100,1153611
1976,CA,"Wheat, all",106,2095,23586674,11251950,2490102
1976,MA,Barley,92,2255,1459000,647000,134000
1976,MA,Buckwheat,186,490,8700,17800,1616
1976,MA,Canola (rapeseed),257,1010,102100,101200,26190
1976,MA,Corn for grain,119,4230,29200,6900,3473
1976,MA,Corn for silage,16.5,18960,254000,13400,4200
1976,MA,Flaxseed,267,755,160000,212000,42714
1976,MA,Mixed grains,77,2045,140800,68800,10833
1976,MA,Mustard seed,248,890,6500,7300,1613
1976,MA,Oats,73,1860,941000,670000,68930
1976,MA,"Peas, dry",174,1750,26950,15400,4702
1976,MA,"Rye, all",85,1855,68300,36800,5778
1976,MA,"Rye, fall remaining",85,1860,67000,NA,5671
1976,MA,"Rye, spring",82,1625,1300,800,107
1976,MA,Sugar beets,32.9,27800,349900,12600,11525
1976,MA,Sunflower seed,221,1190,24000,20200,5300
1976,MA,Tame hay,41.5,4140,2359000,570000,97968
1976,MA,"Wheat, all",103,1820,2803000,1538000,288400
1976,MP,Barley,89,2900,44200,15250,3953
1976,MP,Mixed grains,73,3225,124250,38500,9083
1976,MP,Oats,88,2080,95700,46000,8464
1976,MP,Tame hay,46.2,4400,880000,200000,40696
1976,MP,"Wheat, all",101,2910,30400,10450,3083
1976,NB,Barley,87,2070,5900,2850,513
1976,NB,Buckwheat,NA,NA,NA,NA,0
1976,NB,Corn for silage,0,30610,75000,2450,0
1976,NB,Mixed grains,79,2150,5700,2650,448
1976,NB,Oats,94,1640,31950,19500,3006
1976,NB,Tame hay,46.3,4250,306000,72000,14154
1976,NB,"Wheat, all",106,2425,5700,2350,606
1976,NS,Barley,104,2665,4800,1800,499
1976,NS,Corn for silage,0,33270,168000,5050,0
1976,NS,Mixed grains,87,2830,6650,2350,578
1976,NS,Oats,100,2020,15450,7650,1543
1976,NS,"Rye, all",0,0,0,0,0
1976,NS,Tame hay,49.6,4710,339000,72000,16830
1976,NS,"Wheat, all",118,2840,4400,1550,518
1976,ON,Barley,89,2285,343100,150100,30415
1976,ON,"Beans, all dry (white and coloured)",354,1355,90000,66400,31843
1976,ON,Buckwheat,119,1295,5950,4600,710
1976,ON,Corn for grain,87,5365,3427000,639000,296837
1976,ON,Corn for silage,15.6,28930,10125000,350000,158375
1976,ON,Flaxseed,NA,NA,NA,NA,0
1976,ON,Mixed grains,85,2440,815900,334300,69152
1976,ON,Oats,92,1570,345900,220600,31846
1976,ON,"Peas, dry",NA,NA,NA,NA,0
1976,ON,"Rye, all",85,1975,45600,23100,3857
1976,ON,"Rye, fall remaining",85,1975,45600,NA,3857
1976,ON,Soybeans,259,1635,250400,153000,64860
1976,ON,Tame hay,44.3,5680,6551000,1154000,290068
1976,ON,"Wheat, all",114,3165,684500,216300,77960
1976,ON,"Wheat, spring",99,2260,16500,7300,1634
1976,ON,"Wheat, winter remaining",114,3195,668000,NA,76326
1976,PP,Barley,88,2425,9907000,4209500,872960
1976,PP,Canola (rapeseed),268,1165,825600,708200,220928
1976,PP,Corn for grain,119,4230,29200,6900,3473
1976,PP,Corn for silage,16.5,19000,254000,13400,4200
1976,PP,Flaxseed,268,855,276900,323000,74106
1976,PP,Mixed grains,78,2330,528700,226700,41378
1976,PP,Oats,73,2105,3964000,2369000,287710
1976,PP,"Peas, dry",172,1760,42750,24300,7339
1976,PP,"Rye, all",85,1730,380200,219800,32185
1976,PP,"Rye, fall remaining",85,1760,356000,NA,30141
1976,PP,Sugar beets,34.7,35900,1052100,29300,36479
1976,PP,Tame hay,47.8,3700,11068000,3000000,528668
1976,PP,"Wheat, all",105,2075,22752000,10967000,2395900
1976,PEI,Barley,88,3160,33500,10600,2941
1976,PEI,Corn for silage,0,3398,158000,4650,0
1976,PEI,Mixed grains,72,3340,111900,33500,8057
1976,PEI,Oats,81,2560,48300,18850,3915
1976,PEI,Tame hay,41.3,4200,235000,56000,9712
1976,PEI,"Wheat, all",97,3100,20300,6550,1959
1976,QU,Barley,104,2050,38690,18900,4034
1976,QU,Buckwheat,129,1060,5100,4800,650
1976,QU,Corn for grain,105,4840,303000,62600,31850
1976,QU,Corn for silage,20.9,31940,3309410,103600,69093
1976,QU,Flaxseed,NA,NA,NA,NA,0
1976,QU,Mixed grains,98,1955,84800,43400,8350
1976,QU,Oats,103,1495,336542,225200,34692
1976,QU,"Peas, dry",NA,NA,NA,NA,0
1976,QU,"Rye, all",89,1540,7700,5000,684
1976,QU,"Rye, fall remaining",89,1540,7700,NA,684
1976,QU,Sugar beets,23.1,37900,106100,2800,2546
1976,QU,Tame hay,38.5,4320,4832573,1119100,186179
1976,QU,"Wheat, all",118,1880,59874,31900,7043
1976,SK,Barley,90,2480,2961000,1255500,265200
1976,SK,Buckwheat,NA,NA,NA,NA,0
1976,SK,Canola (rapeseed),269,1280,387800,303500,104310
1976,SK,Flaxseed,269,1065,86400,81000,23256
1976,SK,Mixed grains,83,2310,112300,48600,9350
1976,SK,Mustard seed,237,1005,19100,19000,4536
1976,SK,Oats,71,2145,1388000,769000,99000
1976,SK,"Peas, dry",134,1695,10350,6100,1387
1976,SK,"Rye, all",84,1670,180200,108000,15123
1976,SK,"Rye, fall remaining",84,1685,170000,NA,14271
1976,SK,"Rye, spring",84,1455,10200,7000,852
1976,SK,Sunflower seed,0,0,0,0,0
1976,SK,Tame hay,47.7,3470,3084000,890000,147050
1976,SK,"Wheat, all",107,2095,14996000,7163000,1597900
1977,AB,Barley,73,2465,5443000,2307000,400000
1977,AB,Canola (rapeseed),279,1285,805100,627300,224360
1977,AB,Corn for silage,0,0,0,0,0
1977,AB,Flaxseed,216,995,50800,51000,10960
1977,AB,Mixed grains,71,2430,265400,109300,18850
1977,AB,Mustard seed,265,905,15400,17000,4080
1977,AB,Oats,62,2215,1388000,809000,85500
1977,AB,"Peas, dry",198,1945,5450,2800,1080
1977,AB,"Rye, all",91,1565,126700,81000,11500
1977,AB,"Rye, fall remaining",91,1605,114000,NA,10350
1977,AB,"Rye, spring",91,1270,12700,10000,1150
1977,AB,Sugar beets,35.4,38800,543400,14000,19216
1977,AB,Tame hay,52.4,3870,5806000,1500000,304000
1977,AB,"Wheat, all",101,1670,3239000,1942000,327250
1977,BC,Barley,72,2300,167600,72800,12012
1977,BC,Canola (rapeseed),273,1060,38600,36400,10523
1977,BC,Corn for silage,24.3,41940,390000,9300,9460
1977,BC,Mixed grains,83,2550,5100,2000,422
1977,BC,Oats,61,2235,63200,28300,3854
1977,BC,"Rye, all",89,1915,4600,2400,409
1977,BC,"Rye, fall remaining",89,1915,4600,NA,409
1977,BC,Tame hay,71.6,6360,1724000,271000,123500
1977,BC,"Wheat, all",98,2150,65300,30400,6408
1977,CA,Barley,75,2485,11801900,4873600,890974
1977,CA,"Beans, all dry (white and coloured)",331,715,50200,70000,16605
1977,CA,Buckwheat,187,1010,43750,43300,8165
1977,CA,Canola (rapeseed),281,1360,1973100,1452800,555411
1977,CA,Corn for grain,86,5770,4248800,736700,367468
1977,CA,Corn for silage,16.1,29500,14350400,486350,231372
1977,CA,Flaxseed,211,1090,652800,598000,137953
1977,CA,Mixed grains,75,2560,1596900,624200,119183
1977,CA,Mustard seed,228,1075,79300,73700,18045
1977,CA,Oats,67,2020,4282850,2422450,287754
1977,CA,"Peas, dry",187,1600,55000,34400,10282
1977,CA,"Rye, all",88,1625,406500,250000,35771
1977,CA,"Rye, fall remaining",88,1650,378500,NA,33252
1977,CA,"Rye, spring",90,1345,28000,20800,2519
1977,CA,Soybeans,240,2605,580000,222600,139367
1977,CA,Sugar beets,33.7,39200,1011025,25800,34121
1977,CA,Sunflower seed,252,1190,81000,68000,20433
1977,CA,Tame hay,48.3,4400,24643600,5583900,1191259
1977,CA,"Wheat, all",104,1965,19858700,10115600,2056793
1977,MA,Barley,76,2660,2047000,769000,155100
1977,MA,Buckwheat,207,1010,32650,32400,6750
1977,MA,Canola (rapeseed),278,1435,290300,202300,80768
1977,MA,Corn for grain,103,4060,39400,9700,4061
1977,MA,Corn for silage,16.5,20130,318000,15800,5250
1977,MA,Flaxseed,207,1085,330200,304000,68250
1977,MA,Mixed grains,80,2375,163300,68800,13040
1977,MA,Mustard seed,232,1005,16300,16200,3780
1977,MA,Oats,64,2105,894000,445000,57420
1977,MA,"Peas, dry",202,1650,36750,22300,7425
1977,MA,"Rye, all",86,1880,84300,44800,7227
1977,MA,"Rye, fall remaining",86,1885,83000,NA,7118
1977,MA,"Rye, spring",84,1625,1300,800,109
1977,MA,Sugar beets,33.3,39100,399200,10200,13306
1977,MA,Sunflower seed,253,1190,79400,66800,20125
1977,MA,Tame hay,41.3,4140,2359000,570000,97500
1977,MA,"Wheat, all",98,2125,2749000,1295000,269670
1977,MP,Barley,79,2420,38000,15700,2986
1977,MP,Corn for silage,16.9,21200,258000,12150,4373
1977,MP,Mixed grains,65,2665,95700,35900,6221
1977,MP,Oats,81,1660,66550,40050,5360
1977,MP,Tame hay,45.4,4300,885000,205000,40170
1977,MP,"Wheat, all",94,2475,27200,11000,2545
1977,NB,Barley,82,1675,4350,2600,358
1977,NB,Corn for silage,17,20000,59000,2950,1001
1977,NB,Mixed grains,73,1740,3650,2100,268
1977,NB,Oats,86,1315,21800,16600,1881
1977,NB,Tame hay,45.1,4300,318000,74000,14350
1977,NB,"Wheat, all",99,2085,7200,3450,716
1977,NS,Barley,96,2250,4050,1800,387
1977,NS,Corn for silage,17,21890,116000,5300,1971
1977,NS,Mixed grains,82,2250,4950,2200,406
1977,NS,Oats,95,1685,10200,6050,970
1977,NS,"Rye, all",0,0,0,0,0
1977,NS,Tame hay,49.3,4440,324000,73000,15958
1977,NS,"Wheat, all",111,2445,4650,1900,515
1977,ON,Barley,76,2600,337000,129500,25539
1977,ON,"Beans, all dry (white and coloured)",331,715,50200,70000,16605
1977,ON,Buckwheat,124,965,5500,5700,680
1977,ON,Corn for grain,85,5930,3867000,652000,328847
1977,ON,Corn for silage,16.2,28800,10079000,350000,163095
1977,ON,Mixed grains,72,2745,900600,327800,64418
1977,ON,Oats,82,1815,330500,182100,27214
1977,ON,"Rye, all",72,1945,32300,16600,2339
1977,ON,"Rye, fall remaining",72,1945,32300,NA,2339
1977,ON,Soybeans,240,2605,580000,222600,139367
1977,ON,Tame hay,46.5,6070,6742000,1111000,313705
1977,ON,"Wheat, all",115,3485,861500,247100,98887
1977,ON,"Wheat, spring",88,2285,18500,8100,1632
1977,ON,"Wheat, winter remaining",115,3525,843000,NA,97255
1977,PP,Barley,75,2485,11213000,4634000,845800
1977,PP,Canola (rapeseed),282,1365,1934500,1416400,544888
1977,PP,Corn for grain,103,4060,39400,9700,4061
1977,PP,Corn for silage,16.5,20100,318000,15800,5250
1977,PP,Flaxseed,211,1090,652800,598000,137953
1977,PP,Mixed grains,74,2355,514400,218600,38190
1977,PP,Oats,62,2095,3516000,1982000,218920
1977,PP,"Peas, dry",187,1600,55000,34400,10282
1977,PP,"Rye, all",89,1600,363000,226800,32467
1977,PP,"Rye, fall remaining",89,1625,335000,NA,29948
1977,PP,Sugar beets,34.5,38900,942600,24200,32522
1977,PP,Tame hay,48.2,3700,10887000,2940000,524500
1977,PP,"Wheat, all",103,1925,18834000,9793000,1942120
1977,PEI,Barley,76,2620,29600,11300,2241
1977,PEI,Corn for silage,16.9,2128,83000,3900,1401
1977,PEI,Mixed grains,64,2755,87100,31600,5547
1977,PEI,Oats,73,1985,34550,17400,2509
1977,PEI,Tame hay,40.6,4190,243000,58000,9862
1977,PEI,"Wheat, all",86,2715,15350,5650,1314
1977,QU,Barley,100,2145,46300,21600,4637
1977,QU,Buckwheat,131,1080,5600,5200,735
1977,QU,Corn for grain,101,4570,342400,75000,34560
1977,QU,Corn for silage,14.9,33350,3305400,99100,49194
1977,QU,Mixed grains,122,2035,81100,39900,9932
1977,QU,Oats,106,1615,306600,190000,32406
1977,QU,"Rye, all",84,1570,6600,4200,556
1977,QU,"Rye, fall remaining",84,1570,6600,NA,556
1977,QU,Sugar beets,23.2,42800,68425,1600,1599
1977,QU,Tame hay,42.9,4170,4405600,1056900,189384
1977,QU,"Wheat, all",97,2075,70700,34100,6833
1977,SK,Barley,78,2420,3723000,1558000,290700
1977,SK,Canola (rapeseed),286,1430,839100,586800,239760
1977,SK,Flaxseed,216,1120,271800,243000,58743
1977,SK,Mixed grains,74,2115,85700,40500,6300
1977,SK,Mustard seed,214,1175,47600,40500,10185
1977,SK,Oats,62,1970,1234000,728000,76000
1977,SK,"Peas, dry",139,1375,12800,9300,1777
1977,SK,"Rye, all",90,1505,152000,101000,13740
